	0	1	2	3
74	Plane	16	airliner	0.137867
75	Plane	16	warplane, military plane	0.136768
76	Plane	16	hammerhead, hammerhead shark	0.00845594
77	Plane	16	aircraft carrier, carrier, flattop, attack aircraft carrier	0.00828875
78	Plane	16	trimaran	0.00666841
79	Plane	16	tiger shark, Galeocerdo cuvieri	0.00170298
80	Plane	2	airliner	0.939321
81	Plane	2	wing	0.0386971
82	Plane	2	warplane, military plane	0.00898358
83	Plane	2	space shuttle	0.00419727
84	Plane	2	trimaran	0.00241551
85	Plane	2	speedboat	0.000986692
86	Plane	2	missile	0.000900757
87	Plane	2	airship, dirigible	0.000900693
88	Plane	2	aircraft carrier, carrier, flattop, attack aircraft carrier	0.000846856
89	Plane	2	catamaran	0.000744023
90	Plane	3	syringe	0.292596
91	Plane	3	grocery store, grocery, food market, market	0.151929
92	Plane	3	shoe shop, shoe-shop, shoe store	0.0892613
93	Plane	3	tobacco shop, tobacconist shop, tobacconist	0.0781058
94	Plane	3	confectionery, confectionary, candy store	0.0378539
95	Plane	3	toyshop	0.023478
96	Plane	3	broom	0.0181639
97	Plane	3	screwdriver	0.0128658
98	Plane	3	paintbrush	0.0118624
99	Plane	3	beer bottle	0.011219
100	Plane	4	space shuttle	0.700098
101	Plane	4	projectile, missile	0.136127
102	Plane	4	missile	0.126056
103	Plane	4	airliner	0.012506
104	Plane	4	trimaran	0.00540195
105	Plane	4	warplane, military plane	0.00326667
106	Plane	4	catamaran	0.00255618
107	Plane	4	airship, dirigible	0.00163389
108	Plane	4	cannon	0.00132394
109	Plane	4	yawl	0.00124336
110	Plane	5	airliner	0.580632
111	Plane	5	warplane, military plane	0.228967
112	Plane	5	wing	0.120959
113	Plane	5	projectile, missile	0.0299128
114	Plane	5	missile	0.0168287
115	Plane	5	space shuttle	0.00558403
116	Plane	5	parachute, chute	0.00539271
117	Plane	5	aircraft carrier, carrier, flattop, attack aircraft carrier	0.00220457
118	Plane	5	airship, dirigible	0.00197008
119	Plane	5	pole	0.00110144
120	Plane	6	airliner	0.886743
121	Plane	6	aircraft carrier, carrier, flattop, attack aircraft carrier	0.0308831
122	Plane	6	crane	0.0192143
123	Plane	6	wing	0.0166385
124	Plane	6	warplane, military plane	0.0129054
125	Plane	6	dock, dockage, docking facility	0.00992384
126	Plane	6	pirate, pirate ship	0.00414992
127	Plane	6	drilling platform, offshore rig	0.00242719
128	Plane	6	seashore, coast, seacoast, sea-coast	0.00191144
129	Plane	6	liner, ocean liner	0.00188039
130	Plane	7	airliner	0.604527
131	Plane	7	space shuttle	0.227538
132	Plane	7	warplane, military plane	0.0582941
133	Plane	7	missile	0.0258151
134	Plane	7	wing	0.0229672
135	Plane	7	projectile, missile	0.0170509
136	Plane	7	starfish, sea star	0.0164453
137	Plane	7	obelisk	0.0111692
138	Plane	7	aircraft carrier, carrier, flattop, attack aircraft carrier	0.00383797
139	Plane	7	drilling platform, offshore rig	0.00275473
140	Plane	8	iron, smoothing iron	0.168521
141	Plane	8	mouse, computer mouse	0.0517568
142	Plane	8	rule, ruler	0.0474643
143	Plane	8	ocarina, sweet potato	0.0398977
144	Plane	8	umbrella	0.0385147
145	Plane	8	pencil box, pencil case	0.0330757
146	Plane	8	vacuum, vacuum cleaner	0.0322726
147	Plane	8	electric fan, blower	0.0310806
148	Plane	8	shopping cart	0.0294654
149	Plane	8	electric guitar	0.0289116
150	Plane	9	airliner	0.797421
151	Plane	9	wing	0.178763
152	Plane	9	warplane, military plane	0.023454
153	Plane	9	missile	0.000185571
154	Plane	9	projectile, missile	0.000134429
155	Plane	9	space shuttle	3.79056e-05
156	Plane	9	stretcher	4.31359e-06
157	Plane	9	dumbbell	0.0
158	Plane	9	carbonara	0.0
159	Plane	9	stole	0.0
160	Mug	1	pill bottle	0.998742
161	Mug	1	coffee mug	0.000667793
162	Mug	1	sunscreen, sunblock, sun blocker	0.000215443
163	Mug	1	oil filter	6.9955e-05
164	Mug	1	cup	5.74303e-05
165	Mug	1	toilet tissue, toilet paper, bathroom tissue	5.15767e-05
166	Mug	1	lotion	5.0277e-05
167	Mug	1	whiskey jug	3.28281e-05
168	Mug	1	face powder	3.15492e-05
169	Mug	1	measuring cup	2.63556e-05
170	Mug	10	cup	0.789365
171	Mug	10	coffee mug	0.12628
172	Mug	10	eggnog	0.0269545
173	Mug	10	measuring cup	0.00827629
174	Mug	10	mixing bowl	0.00708334
175	Mug	10	pitcher, ewer	0.00583402
176	Mug	10	beer glass	0.00454422
177	Mug	10	candle, taper, wax light	0.004159
178	Mug	10	water jug	0.003809
179	Mug	10	strainer	0.00373581
180	Mug	11	coffeepot	0.354558
181	Mug	11	coffee mug	0.286634
182	Mug	11	pitcher, ewer	0.120391
183	Mug	11	water jug	0.0509134
184	Mug	11	cup	0.036972
185	Mug	11	teapot	0.0315061
186	Mug	11	saltshaker, salt shaker	0.0231205
187	Mug	11	vase	0.0214938
188	Mug	11	whiskey jug	0.0131453
189	Mug	11	soap dispenser	0.00598217
190	Mug	12	cup	0.252753
191	Mug	12	pitcher, ewer	0.19792
192	Mug	12	coffeepot	0.167189
193	Mug	12	water jug	0.14241
194	Mug	12	teapot	0.127456
195	Mug	12	coffee mug	0.0449206
196	Mug	12	measuring cup	0.0137491
197	Mug	12	whiskey jug	0.0132461
198	Mug	12	mortar	0.00551865
199	Mug	12	saltshaker, salt shaker	0.00426801
200	Mug	13	espresso	0.812187
201	Mug	13	cup	0.0734903
202	Mug	13	eggnog	0.0389767
203	Mug	13	whiskey jug	0.0223832
204	Mug	13	red wine	0.0106561
205	Mug	13	coffee mug	0.00977166
206	Mug	13	water jug	0.00704087
207	Mug	13	espresso maker	0.00700317
208	Mug	13	pitcher, ewer	0.00444571
209	Mug	13	beer glass	0.00388021
210	Mug	14	coffeepot	0.318758
211	Mug	14	cup	0.292985
212	Mug	14	coffee mug	0.120937
213	Mug	14	pitcher, ewer	0.0834492
214	Mug	14	teapot	0.0672282
215	Mug	14	espresso maker	0.0613906
216	Mug	14	whiskey jug	0.0216302
217	Mug	14	water jug	0.0186306
218	Mug	14	soap dispenser	0.0100134
219	Mug	14	espresso	0.0016919
220	Mug	15	coffee mug	0.558327
221	Mug	15	cup	0.144567
222	Mug	15	pitcher, ewer	0.0934391
223	Mug	15	pot, flowerpot	0.0741374
224	Mug	15	coffeepot	0.0278677
225	Mug	15	espresso maker	0.0244704
226	Mug	15	measuring cup	0.0203048
227	Mug	15	mortar	0.0108848
228	Mug	15	espresso	0.0100752
229	Mug	15	bucket, pail	0.00735185
230	Mug	16	coffee mug	0.620102
231	Mug	16	cup	0.259407
232	Mug	16	measuring cup	0.0335787
233	Mug	16	whiskey jug	0.0240693
234	Mug	16	espresso	0.0239411
235	Mug	16	pitcher, ewer	0.0214044
236	Mug	16	water jug	0.00292173
237	Mug	16	vase	0.00200757
238	Mug	16	beaker	0.00180649
239	Mug	16	cocktail shaker	0.0017447
240	Mug	2	coffee mug	0.491397
241	Mug	2	cup	0.33483
242	Mug	2	binder, ring-binder	0.0305872
243	Mug	2	pitcher, ewer	0.0281975
244	Mug	2	beaker	0.0165635
245	Mug	2	water jug	0.0117714
246	Mug	2	lighter, light, igniter, ignitor	0.00963711
247	Mug	2	pillow	0.00905632
248	Mug	2	coffeepot	0.00762945
249	Mug	2	measuring cup	0.00435358
250	Mug	3	mixing bowl	0.199263
251	Mug	3	soup bowl	0.157594
252	Mug	3	measuring cup	0.0992485
253	Mug	3	Petri dish	0.068549
254	Mug	3	consomme	0.063625
255	Mug	3	cup	0.0362868
256	Mug	3	Dutch oven	0.0254111
257	Mug	3	face powder	0.0185532
258	Mug	3	bathtub, bathing tub, bath, tub	0.0158995
259	Mug	3	frying pan, frypan, skillet	0.0141756
260	Mug	4	neck brace	0.296405
261	Mug	4	toilet seat	0.16678
262	Mug	4	muzzle	0.0880359
263	Mug	4	cradle	0.0749681
264	Mug	4	buckle	0.0482987
265	Mug	4	plunger, plumber's helper	0.0214764
266	Mug	4	potter's wheel	0.0185007
267	Mug	4	whistle	0.0165611
268	Mug	4	hook, claw	0.0149939
269	Mug	4	combination lock	0.0140473
270	Mug	5	cup	0.578329
271	Mug	5	coffee mug	0.211814
272	Mug	5	water jug	0.0233758
273	Mug	5	soup bowl	0.021281
274	Mug	5	mixing bowl	0.0168629
275	Mug	5	measuring cup	0.0139762
276	Mug	5	mortar	0.00952502
277	Mug	5	pitcher, ewer	0.00927045
278	Mug	5	espresso	0.00905319
279	Mug	5	projector	0.00593534
280	Mug	6	whiskey jug	0.464647
281	Mug	6	coffee mug	0.406642
282	Mug	6	cup	0.073852
283	Mug	6	water jug	0.0426285
284	Mug	6	pitcher, ewer	0.00373691
285	Mug	6	measuring cup	0.00243016
286	Mug	6	beaker	0.00214638
287	Mug	6	espresso maker	0.00190312
288	Mug	6	coffeepot	0.000993141
289	Mug	6	beer glass	0.000572462
290	Mug	7	whiskey jug	0.930008
291	Mug	7	water jug	0.0248793
292	Mug	7	coffee mug	0.019568
293	Mug	7	pitcher, ewer	0.0183984
294	Mug	7	cup	0.00317447
295	Mug	7	teapot	0.00182774
296	Mug	7	measuring cup	0.00107834
297	Mug	7	espresso	0.000529917
298	Mug	7	coffeepot	0.000168843
299	Mug	7	eggnog	0.000135995
300	Mug	8	cup	0.772074
301	Mug	8	coffee mug	0.172271
302	Mug	8	measuring cup	0.0170955
303	Mug	8	pitcher, ewer	0.0165396
304	Mug	8	water jug	0.00844698
305	Mug	8	whiskey jug	0.00573841
306	Mug	8	coffeepot	0.00443577
307	Mug	8	teapot	0.00176532
308	Mug	8	espresso	0.000507811
309	Mug	8	espresso maker	0.000194871
310	Mug	9	cup	0.49354
311	Mug	9	washbasin, handbasin, washbowl, lavabo, wash-hand basin	0.111356
312	Mug	9	coffee mug	0.0983328
313	Mug	9	pitcher, ewer	0.0462567
314	Mug	9	tub, vat	0.0397517
315	Mug	9	bathtub, bathing tub, bath, tub	0.037109
316	Mug	9	toilet seat	0.0299489
317	Mug	9	mixing bowl	0.0287474
318	Mug	9	water jug	0.0205282
319	Mug	9	measuring cup	0.0191884
320	Mountain	1	lakeside, lakeshore	0.497916
321	Mountain	1	alp	0.143593
322	Mountain	1	promontory, headland, head, foreland	0.138696
323	Mountain	1	volcano	0.072952
324	Mountain	1	valley, vale	0.0495575
325	Mountain	1	seashore, coast, seacoast, sea-coast	0.0244944
326	Mountain	1	cliff, drop, drop-off	0.0129439
327	Mountain	1	balloon	0.00830219
328	Mountain	1	suspension bridge	0.00645816
329	Mountain	1	castle	0.00483305
330	Mountain	10	valley, vale	0.902327
331	Mountain	10	alp	0.0759696
332	Mountain	10	volcano	0.00458383
333	Mountain	10	promontory, headland, head, foreland	0.00303098
334	Mountain	10	lakeside, lakeshore	0.00180889
335	Mountain	10	mountain bike, all-terrain bike, off-roader	0.00161726
336	Mountain	10	cliff, drop, drop-off	0.0013413
337	Mountain	10	suspension bridge	0.00125506
338	Mountain	10	stone wall	0.00103401
339	Mountain	10	mountain tent	0.000997179
340	Mountain	11	alp	0.850543
341	Mountain	11	volcano	0.137887
342	Mountain	11	valley, vale	0.00443166
343	Mountain	11	promontory, headland, head, foreland	0.00421286
344	Mountain	11	cliff, drop, drop-off	0.00123494
345	Mountain	11	mountain tent	0.000455063
346	Mountain	11	seashore, coast, seacoast, sea-coast	0.000279188
347	Mountain	11	American alligator, Alligator mississipiensis	0.000185648
348	Mountain	11	beacon, lighthouse, beacon light, pharos	8.00342e-05
349	Mountain	11	lakeside, lakeshore	6.98664e-05
350	Mountain	12	alp	0.799358
351	Mountain	12	valley, vale	0.198473
352	Mountain	12	mountain tent	0.00075639
353	Mountain	12	cliff, drop, drop-off	0.000357189
354	Mountain	12	volcano	0.000213983
355	Mountain	12	lakeside, lakeshore	0.000189751
356	Mountain	12	mountain bike, all-terrain bike, off-roader	0.000109875
357	Mountain	12	maze, labyrinth	8.46972e-05
358	Mountain	12	castle	7.55838e-05
359	Mountain	12	ibex, Capra ibex	6.1895e-05
360	Mountain	13	cliff, drop, drop-off	0.786359
361	Mountain	13	promontory, headland, head, foreland	0.0985917
362	Mountain	13	alp	0.0434467
363	Mountain	13	valley, vale	0.0302643
364	Mountain	13	monastery	0.0128289
365	Mountain	13	castle	0.0122616
366	Mountain	13	seashore, coast, seacoast, sea-coast	0.00658707
367	Mountain	13	cliff dwelling	0.00567308
368	Mountain	13	lakeside, lakeshore	0.00148059
369	Mountain	13	megalith, megalithic structure	0.000280757
370	Mountain	14	alp	0.649869
371	Mountain	14	volcano	0.200477
372	Mountain	14	valley, vale	0.0982009
373	Mountain	14	cliff, drop, drop-off	0.0307188
374	Mountain	14	promontory, headland, head, foreland	0.0137202
375	Mountain	14	mountain tent	0.00140746
376	Mountain	14	geyser	0.00104021
377	Mountain	14	seashore, coast, seacoast, sea-coast	0.000517777
378	Mountain	14	marmot	0.00039505
379	Mountain	14	ibex, Capra ibex	0.00036924
380	Mountain	15	volcano	0.101719
381	Mountain	15	gar, garfish, garpike, billfish, Lepisosteus osseus	0.0546932
382	Mountain	15	alp	0.0543605
383	Mountain	15	leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea	0.0470145
384	Mountain	15	rock crab, Cancer irroratus	0.037188
385	Mountain	15	grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus	0.0352146
386	Mountain	15	water ouzel, dipper	0.0330046
387	Mountain	15	bittern	0.0277917
388	Mountain	15	whiptail, whiptail lizard	0.0246014
389	Mountain	15	red-breasted merganser, Mergus serrator	0.0241934
390	Mountain	16	alp	0.215858
391	Mountain	16	trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi	0.154806
392	Mountain	16	bison	0.08966
393	Mountain	16	barn	0.0674507
394	Mountain	16	tractor	0.0574266
395	Mountain	16	valley, vale	0.0536676
396	Mountain	16	plow, plough	0.0492734
397	Mountain	16	harvester, reaper	0.040194
398	Mountain	16	worm fence, snake fence, snake-rail fence, Virginia fence	0.0393079
399	Mountain	16	thresher, thrasher, threshing machine	0.0273051
400	Mountain	2	volcano	0.590219
401	Mountain	2	wing	0.191773
402	Mountain	2	promontory, headland, head, foreland	0.059377
403	Mountain	2	sandbar, sand bar	0.0550627
404	Mountain	2	seashore, coast, seacoast, sea-coast	0.0334054
405	Mountain	2	loggerhead, loggerhead turtle, Caretta caretta	0.0129313
406	Mountain	2	lakeside, lakeshore	0.00671976
407	Mountain	2	leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea	0.00667966
408	Mountain	2	valley, vale	0.00663233
409	Mountain	2	alp	0.00447189
410	Mountain	3	alp	0.386212
411	Mountain	3	geyser	0.207181
412	Mountain	3	valley, vale	0.15055
413	Mountain	3	lakeside, lakeshore	0.113692
414	Mountain	3	canoe	0.0177485
415	Mountain	3	bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis	0.010067
416	Mountain	3	snowmobile	0.00810487
417	Mountain	3	tank, army tank, armored combat vehicle, armoured combat vehicle	0.0072845
418	Mountain	3	worm fence, snake fence, snake-rail fence, Virginia fence	0.00692595
419	Mountain	3	amphibian, amphibious vehicle	0.00680192
420	Mountain	4	valley, vale	0.369394
421	Mountain	4	mountain tent	0.118976
422	Mountain	4	promontory, headland, head, foreland	0.10996
423	Mountain	4	volcano	0.102656
424	Mountain	4	wing	0.0702832
425	Mountain	4	lakeside, lakeshore	0.0552327
426	Mountain	4	paddle, boat paddle	0.045748
427	Mountain	4	canoe	0.0449159
428	Mountain	4	sandbar, sand bar	0.0398665
429	Mountain	4	alp	0.0158738
430	Mountain	5	alp	0.42726
431	Mountain	5	valley, vale	0.409275
432	Mountain	5	volcano	0.0499474
433	Mountain	5	cliff, drop, drop-off	0.0325487
434	Mountain	5	lakeside, lakeshore	0.0216083
435	Mountain	5	promontory, headland, head, foreland	0.00607628
436	Mountain	5	bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis	0.00539956
437	Mountain	5	radio telescope, radio reflector	0.00366167
438	Mountain	5	ram, tup	0.00339211
439	Mountain	5	steel arch bridge	0.00286146
440	Mountain	6	volcano	0.642404
441	Mountain	6	valley, vale	0.245419
442	Mountain	6	alp	0.0924771
443	Mountain	6	promontory, headland, head, foreland	0.00953867
444	Mountain	6	cliff, drop, drop-off	0.00300037
445	Mountain	6	mountain tent	0.000875095
446	Mountain	6	lakeside, lakeshore	0.000547579
447	Mountain	6	water buffalo, water ox, Asiatic buffalo, Bubalus bubalis	0.000435648
448	Mountain	6	yurt	0.000416124
449	Mountain	6	mountain bike, all-terrain bike, off-roader	0.000358683
450	Mountain	7	valley, vale	0.186504
451	Mountain	7	alp	0.138289
452	Mountain	7	cliff, drop, drop-off	0.134267
453	Mountain	7	volcano	0.085865
454	Mountain	7	ox	0.0563586
455	Mountain	7	hartebeest	0.050659
456	Mountain	7	mountain tent	0.0470006
457	Mountain	7	tiger shark, Galeocerdo cuvieri	0.0312783
458	Mountain	7	promontory, headland, head, foreland	0.0198902
459	Mountain	7	ibex, Capra ibex	0.0141713
460	Mountain	8	valley, vale	0.30838
461	Mountain	8	seashore, coast, seacoast, sea-coast	0.234231
462	Mountain	8	alp	0.174215
463	Mountain	8	promontory, headland, head, foreland	0.122456
464	Mountain	8	lakeside, lakeshore	0.0504057
465	Mountain	8	volcano	0.0190521
466	Mountain	8	cliff, drop, drop-off	0.0188955
467	Mountain	8	sandbar, sand bar	0.0172716
468	Mountain	8	worm fence, snake fence, snake-rail fence, Virginia fence	0.00653092
469	Mountain	8	geyser	0.00555464
470	Mountain	9	volcano	0.665292
471	Mountain	9	valley, vale	0.111474
472	Mountain	9	alp	0.105615
473	Mountain	9	dam, dike, dyke	0.0189971
474	Mountain	9	steel arch bridge	0.013083
475	Mountain	9	suspension bridge	0.011675
476	Mountain	9	lakeside, lakeshore	0.0107168
477	Mountain	9	tile roof	0.00909986
478	Mountain	9	promontory, headland, head, foreland	0.00688891
479	Mountain	9	cliff, drop, drop-off	0.00589226
480	Lighthouse	1	beacon, lighthouse, beacon light, pharos	0.963491
481	Lighthouse	1	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0256223
482	Lighthouse	1	aircraft carrier, carrier, flattop, attack aircraft carrier	0.00266703
483	Lighthouse	1	castle	0.00256441
484	Lighthouse	1	drilling platform, offshore rig	0.00111365
485	Lighthouse	1	submarine, pigboat, sub, U-boat	0.000741092
486	Lighthouse	1	fireboat	0.000654077
487	Lighthouse	1	missile	0.000531481
488	Lighthouse	1	dock, dockage, docking facility	0.000517983
489	Lighthouse	1	container ship, containership, container vessel	0.00039072
490	Lighthouse	10	beacon, lighthouse, beacon light, pharos	0.965131
491	Lighthouse	10	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0254814
492	Lighthouse	10	castle	0.00485068
493	Lighthouse	10	megalith, megalithic structure	0.00212789
494	Lighthouse	10	water tower	0.000267055
495	Lighthouse	10	church, church building	0.00026563
496	Lighthouse	10	wreck	0.000232223
497	Lighthouse	10	container ship, containership, container vessel	0.000200078
498	Lighthouse	10	barn	0.000179505
499	Lighthouse	10	pedestal, plinth, footstall	0.000121849
500	Lighthouse	11	beacon, lighthouse, beacon light, pharos	0.911415
501	Lighthouse	11	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0774157
502	Lighthouse	11	monastery	0.00299453
503	Lighthouse	11	church, church building	0.00281702
504	Lighthouse	11	boathouse	0.00160358
505	Lighthouse	11	bell cote, bell cot	0.000899041
506	Lighthouse	11	promontory, headland, head, foreland	0.000469522
507	Lighthouse	11	dome	0.000320761
508	Lighthouse	11	dam, dike, dyke	0.000309939
509	Lighthouse	11	submarine, pigboat, sub, U-boat	0.000213887
510	Lighthouse	12	beacon, lighthouse, beacon light, pharos	0.903288
511	Lighthouse	12	ballplayer, baseball player	0.0232594
512	Lighthouse	12	pole	0.0113405
513	Lighthouse	12	baseball	0.00481358
514	Lighthouse	12	pedestal, plinth, footstall	0.00438193
515	Lighthouse	12	missile	0.0033774
516	Lighthouse	12	flagpole, flagstaff	0.0033618
517	Lighthouse	12	soccer ball	0.00287264
518	Lighthouse	12	croquet ball	0.00258118
519	Lighthouse	12	projectile, missile	0.00232998
520	Lighthouse	13	beacon, lighthouse, beacon light, pharos	0.203723
521	Lighthouse	13	fireboat	0.167717
522	Lighthouse	13	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.161197
523	Lighthouse	13	dock, dockage, docking facility	0.150594
524	Lighthouse	13	drilling platform, offshore rig	0.0594417
525	Lighthouse	13	lifeboat	0.0406451
526	Lighthouse	13	pirate, pirate ship	0.0280438
527	Lighthouse	13	schooner	0.0234589
528	Lighthouse	13	wreck	0.0223253
529	Lighthouse	13	aircraft carrier, carrier, flattop, attack aircraft carrier	0.0211429
530	Lighthouse	14	container ship, containership, container vessel	0.751948
531	Lighthouse	14	drilling platform, offshore rig	0.174743
532	Lighthouse	14	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0161741
533	Lighthouse	14	beacon, lighthouse, beacon light, pharos	0.0140801
534	Lighthouse	14	dock, dockage, docking facility	0.00800559
535	Lighthouse	14	fireboat	0.00699772
536	Lighthouse	14	wreck	0.00613074
537	Lighthouse	14	lifeboat	0.00611779
538	Lighthouse	14	pirate, pirate ship	0.00598679
539	Lighthouse	14	liner, ocean liner	0.00381163
540	Lighthouse	15	beacon, lighthouse, beacon light, pharos	0.756585
541	Lighthouse	15	dome	0.0732686
542	Lighthouse	15	monastery	0.0570798
543	Lighthouse	15	palace	0.0566495
544	Lighthouse	15	picket fence, paling	0.0138431
545	Lighthouse	15	church, church building	0.00828214
546	Lighthouse	15	mosque	0.00717376
547	Lighthouse	15	bell cote, bell cot	0.00676086
548	Lighthouse	15	flagpole, flagstaff	0.00470132
549	Lighthouse	15	water tower	0.00392035
550	Lighthouse	16	maypole	0.209854
551	Lighthouse	16	drilling platform, offshore rig	0.189234
552	Lighthouse	16	beacon, lighthouse, beacon light, pharos	0.134024
553	Lighthouse	16	crane	0.0581287
554	Lighthouse	16	totem pole	0.0458869
555	Lighthouse	16	pole	0.0376547
556	Lighthouse	16	trimaran	0.0189442
557	Lighthouse	16	catamaran	0.0180929
558	Lighthouse	16	parachute, chute	0.0171153
559	Lighthouse	16	rapeseed	0.0122586
560	Lighthouse	2	beacon, lighthouse, beacon light, pharos	0.909818
561	Lighthouse	2	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0893914
562	Lighthouse	2	submarine, pigboat, sub, U-boat	0.000339544
563	Lighthouse	2	promontory, headland, head, foreland	0.000164056
564	Lighthouse	2	castle	8.10527e-05
565	Lighthouse	2	lakeside, lakeshore	4.37682e-05
566	Lighthouse	2	wreck	3.42101e-05
567	Lighthouse	2	boathouse	2.87321e-05
568	Lighthouse	2	monastery	1.92995e-05
569	Lighthouse	2	pier	1.42033e-05
570	Lighthouse	3	beacon, lighthouse, beacon light, pharos	0.398925
571	Lighthouse	3	submarine, pigboat, sub, U-boat	0.0984485
572	Lighthouse	3	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.093575
573	Lighthouse	3	container ship, containership, container vessel	0.0858065
574	Lighthouse	3	drilling platform, offshore rig	0.0807604
575	Lighthouse	3	liner, ocean liner	0.0646392
576	Lighthouse	3	fireboat	0.0365974
577	Lighthouse	3	dock, dockage, docking facility	0.0260949
578	Lighthouse	3	pier	0.0241856
579	Lighthouse	3	aircraft carrier, carrier, flattop, attack aircraft carrier	0.0176658
580	Lighthouse	4	beacon, lighthouse, beacon light, pharos	0.90661
581	Lighthouse	4	water tower	0.0670614
582	Lighthouse	4	mosque	0.00636168
583	Lighthouse	4	dome	0.00437236
584	Lighthouse	4	pedestal, plinth, footstall	0.00257043
585	Lighthouse	4	bell cote, bell cot	0.00174032
586	Lighthouse	4	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.00160403
587	Lighthouse	4	water bottle	0.00107425
588	Lighthouse	4	church, church building	0.000716857
589	Lighthouse	4	pop bottle, soda bottle	0.000679419
590	Lighthouse	5	beacon, lighthouse, beacon light, pharos	0.98422
591	Lighthouse	5	breakwater, groin, groyne, mole, bulwark, seawall, jetty	0.0157799
592	Lighthouse	5	dumbbell	0.0
593	Lighthouse	5	carbonara	0.0
594	Lighthouse	5	stole	0.0
595	Lighthouse	5	rubber eraser, rubber, pencil eraser	0.0
596	Lighthouse	5	coffee mug	0.0
597	Lighthouse	5	flagpole, flagstaff	0.0
598	Lighthouse	5	parallel bars, bars	0.0
599	Lighthouse	5	cheeseburger	0.0
